product-id,product-name,ext-prim-category-id,primary-product-category-id,categories,remove-from-categories,product-sku,parent-product-sku,position,short-description,long-description,list-price,hsn-code,start-selling-date,is-serialized,is-digital,product-type,weight,weight-uom-id,height,width,depth,dimension-uom-id,product-url-name,publish,sales-channel,bar-code,MPN,currency-uom-id,features,features-options,good-identifications,attributes,brand-name,image,additional-images,charge-shipping,shipping-weight,tags,remove-tags,taxable,comments
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips,,,,,julep-1683937296419,,,,"A versatile one-stick wonder that adds instant luminous color to cheeks and lips. Soft-focus powders and ultrafine pearls go on smoothly then set to a long-lasting powder finish. Just swipe on and blend with fingers – no brushes required! To use: Draw three dots along your cheek bones. Blend upwards toward the hairline with your fingers. Dab on eyes and lips for an easy monochromatic look. 0.21 oz, 6 g Make it yours, make it fun. BRAVE PRETTY",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1683937296419,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Golden Guava,,,,,0200-0004024,julep-1683937296419,1,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Golden Guava,SHOPIFY_PROD_ID:40806520815639,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Rose Gold,,,,,0200-0004025,julep-1683937296419,2,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Rose Gold,SHOPIFY_PROD_ID:14509894828067,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Peony Pink,,,,,0200-0004027,julep-1683937296419,3,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Peony Pink,SHOPIFY_PROD_ID:14509894729763,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Desert Rose,,,,,0200-0004026,julep-1683937296419,4,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Desert Rose,SHOPIFY_PROD_ID:40827806908439,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Sheer Glow,,,,,0200-0004031,julep-1683937296419,5,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sheer Glow,SHOPIFY_PROD_ID:40308061405207,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Sweet Peach,,,,,0200-0004029,julep-1683937296419,6,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sweet Peach,SHOPIFY_PROD_ID:14509894696995,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Neutral Bronze,,,,,0200-0004030,julep-1683937296419,7,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Neutral Bronze,SHOPIFY_PROD_ID:40827807629335,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Cool Taupe,,,,,0200-0004032,julep-1683937296419,8,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Cool Taupe,SHOPIFY_PROD_ID:41054193811479,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Melted Cocoa,,,,,0200-0004033,julep-1683937296419,9,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Melted Cocoa,SHOPIFY_PROD_ID:41054195482647,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - In Paradise,,,,,0200-0004034,julep-1683937296419,10,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|In Paradise,SHOPIFY_PROD_ID:41054197743639,,Julep,,,,,,,,
,Skip the Brush  2-in-1 Color Stick for Cheeks and Lips - Muted Mauve,,,,,0200-0004023,julep-1683937296419,11,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Muted Mauve,SHOPIFY_PROD_ID:14509894860835,,Julep,,,,,,,,
,Brow 101 Waterproof Pencil + Tinted Gel,,,,,julep-4811591680023,,,,"A dual-ended, waterproof brow pencil and gel with a long wearing formula that shapes, fills, and grooms brows for a perfectly-defined result. The creamy fine point pencil end fills in gaps with precise definition while the transfer-proof gel delivers bold volume and holds brows in place all day. Anyone can be an expert with this easy-to-use brow product!",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:4811591680023,,Julep,,,,,,,,
,Brow 101 Waterproof Pencil + Tinted Gel - Blonde,,,,,0220-0002005,julep-4811591680023,1,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Blonde,SHOPIFY_PROD_ID:40828224929815,,Julep,,,,,,,,
,Brow 101 Waterproof Pencil + Tinted Gel - Taupe Brown,,,,,0220-0002006,julep-4811591680023,2,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Taupe Brown,SHOPIFY_PROD_ID:32905724395543,,Julep,,,,,,,,
,Brow 101 Waterproof Pencil + Tinted Gel - Medium Brown,,,,,0220-0002007,julep-4811591680023,3,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Medium Brown,SHOPIFY_PROD_ID:32905724428311,,Julep,,,,,,,,
,Brow 101 Waterproof Pencil + Tinted Gel - Dark Brown,,,,,0220-0002008,julep-4811591680023,4,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Dark Brown,SHOPIFY_PROD_ID:41162083794967,,Julep,,,,,,,,
,Vitamin E Hydrating Cleansing Oil + Makeup Remover,,,,,julep-1684097138723,,,,"A lightweight, antioxidant-rich oil blend that melts away makeup and impurities without stripping your skin. This Korean skincare secret is formulated for all skin types. To use: Pump into dry hands and massage over dry face to dissolve makeup, dirt, and impurities. Rinse thoroughly with warm water. For best results, use with a Konjac Sponge . 3.5 fl oz, 104 mL Make it yours, make it fun. BRAVE PRETTY",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1684097138723,,Julep,,,,,,,,
,Vitamin E Hydrating Cleansing Oil + Makeup Remover,,,,,0250-0010005,julep-1684097138723,1,,,22.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:14510360526883,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric,,,,,julep-1684052377635,,,,"A multitasking skin perfector that conceals, corrects, illuminates, blurs & brightens . The buildable medium-to-full coverage formula has a natural, demi-matte finish, and the convenient cushion tip applicator allows for easy and precise application. Use it to spot correct and conceal, or all over as a foundation. 100% said the product was buildable and long-lasting 100% said the product provided a natural finish 97% said the product was quick to apply & blended seamlessly into their skin 96% said the product did not emphasize their pores 93% said the product effectively covered redness In a consumer study of 29 women who used Cushion Complexion Choose from: 100 Alabaster Light Alabaster with Cool Undertone 110 Porcelain Light Porcelain with Cool Undertone 130 Ivory Light Ivory with Warm-Neutral Undertone 200 Nude Medium Nude with Cool Undertone 220 Sand Medium Sand with Neutral Undertone 300 Honey Tan Honey with Warm Undertone 400 Amber Deep Amber with Warm Undertone 410 Nutmeg Deep Nutmeg with Warm Undertone Net wt: 0.16 oz, 4.6 g",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1684052377635,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Alabaster 100,,,,,0208-0005019,julep-1684052377635,1,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Alabaster 100,SHOPIFY_PROD_ID:14510132068387,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Porcelain 110,,,,,0208-0005020,julep-1684052377635,2,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Porcelain 110,SHOPIFY_PROD_ID:31180580978711,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Ivory 130,,,,,0208-0005021,julep-1684052377635,3,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Ivory 130,SHOPIFY_PROD_ID:39878321930263,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Nude 200,,,,,0208-0005022,julep-1684052377635,4,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Nude 200,SHOPIFY_PROD_ID:31180581109783,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Medium 210,,,,,0208-0005034,julep-1684052377635,5,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Medium 210,SHOPIFY_PROD_ID:39871705579543,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Sand 220,,,,,0208-0005035,julep-1684052377635,6,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Sand 220,SHOPIFY_PROD_ID:31180581175319,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Honey 300,,,,,0208-0005025,julep-1684052377635,7,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Honey 300,SHOPIFY_PROD_ID:31180581273623,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Amber 400,,,,,0208-0005027,julep-1684052377635,8,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Amber 400,SHOPIFY_PROD_ID:31180581371927,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Nutmeg 410,,,,,0208-0005036,julep-1684052377635,9,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Nutmeg 410,SHOPIFY_PROD_ID:31180581404695,,Julep,,,,,,,,
,Cushion Complexion Concealer+Corrector+Foundation with Turmeric - Fawn 435,,,,,0208-0005031,julep-1684052377635,10,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Cushion Complexion Shade,Julep|Fawn 435,SHOPIFY_PROD_ID:39409105567767,,Julep,,,,,,,,
,Slowpoke Microneedling Facial Roller,,,,,julep-4830231396375,,,,"A facial roller comprised of 540 titanium microneedles designed to gently penetrate the skin to stimulate collagen and elastin production naturally for healthier, younger-looking skin. These extremely fine microneedles increase your skin’s ability to absorb skincare products, and will have your complexion looking sharp in no time.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:4830231396375,,Julep,,,,,,,,
,Slowpoke Microneedling Facial Roller,,,,,0206-0034003,julep-4830231396375,1,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:32954113949719,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner,,,,,julep-4394859200535,,,,An eyeliner pencil with a gel formula that glides on smoothly without tugging or skipping. Sets in 30 seconds and provides 10+ hours of wear. Ophthalmologist tested. Available in a variety of matte and shimmer shades.,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:4394859200535,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Rich Brown Matte,,,,,0222-0001056,julep-4394859200535,1,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Rich Brown Matte,SHOPIFY_PROD_ID:31291790360599,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Smoky Plum Matte,,,,,0222-0001064,julep-4394859200535,2,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Smoky Plum Matte,SHOPIFY_PROD_ID:31291790753815,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Soft Black Matte,,,,,0222-0001058,julep-4394859200535,3,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Soft Black Matte,SHOPIFY_PROD_ID:40829344153623,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Sage Grey Matte,,,,,0222-0001080,julep-4394859200535,4,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sage Grey Matte,SHOPIFY_PROD_ID:40827818246167,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Camo Green Matte,,,,,0222-0001062,julep-4394859200535,5,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Camo Green Matte,SHOPIFY_PROD_ID:40480130433047,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Navy Smoke Matte,,,,,0222-0001059,julep-4394859200535,6,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Navy Smoke Matte,SHOPIFY_PROD_ID:40827815165975,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Chocolate Brown Shimmer,,,,,0222-0001060,julep-4394859200535,7,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Chocolate Brown Shimmer,SHOPIFY_PROD_ID:39757856079895,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Graphite Shimmer,,,,,0222-0001061,julep-4394859200535,8,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Graphite Shimmer,SHOPIFY_PROD_ID:40827817230359,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Clay,,,,,0222-0001066,julep-4394859200535,9,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Clay,SHOPIFY_PROD_ID:31291790622743,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Bronze Shimmer,,,,,0222-0001065,julep-4394859200535,10,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Bronze Shimmer,SHOPIFY_PROD_ID:31291790426135,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Fig Shimmer,,,,,0222-0001063,julep-4394859200535,11,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Fig Shimmer,SHOPIFY_PROD_ID:31291790655511,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Regal Teal Shimmer,,,,,0222-0001077,julep-4394859200535,12,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Regal Teal Shimmer,SHOPIFY_PROD_ID:40447005818903,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Golden Olive Shimmer,,,,,0222-0001092,julep-4394859200535,13,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Golden Olive Shimmer,SHOPIFY_PROD_ID:40713266003991,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Ocean Blue Matte,,,,,0222-0001071,julep-4394859200535,14,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Ocean Blue Matte,SHOPIFY_PROD_ID:40773173215255,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Toasted Brown Shimmer,,,,,0222-0001069,julep-4394859200535,15,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Toasted Brown Shimmer,SHOPIFY_PROD_ID:41260024201239,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Pastel Violet,,,,,0222-0001091,julep-4394859200535,16,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Pastel Violet,SHOPIFY_PROD_ID:40480129417239,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Amethyst Matte,,,,,0222-0001054,julep-4394859200535,17,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Amethyst Matte,SHOPIFY_PROD_ID:40480129384471,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Neon Blue Shimmer,,,,,0222-0001041,julep-4394859200535,18,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Neon Blue Shimmer,SHOPIFY_PROD_ID:40480130498583,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - White Matte,,,,,0222-0001079,julep-4394859200535,19,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|White Matte,SHOPIFY_PROD_ID:39757856047127,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Nude Matte,,,,,0222-0001093,julep-4394859200535,20,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Nude Matte,SHOPIFY_PROD_ID:42017115176983,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Frost Shimmer,,,,,0222-0001068,julep-4394859200535,21,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Frost Shimmer,SHOPIFY_PROD_ID:41260024168471,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Sunset Gold Shimmer,,,,,0222-0001055,julep-4394859200535,22,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sunset Gold Shimmer,SHOPIFY_PROD_ID:31291790491671,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Smoky Taupe Shimmer,,,,,0222-0001057,julep-4394859200535,23,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Smoky Taupe Shimmer,SHOPIFY_PROD_ID:31291790458903,,Julep,,,,,,,,
,When Pencil Met Gel All-Day Eyeliner - Blackest Black Matte,,,,,0222-0001072,julep-4394859200535,24,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Blackest Black Matte,SHOPIFY_PROD_ID:31291790327831,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick,,,,,julep-1683944865827,,,,"To use: Apply eyeshadow to lids and blend with fingers or the smudger before the color dries and sets. For best results, prime the smudger by applying the eyeshadow to the back of your hand and loading it onto the smudger prior to use.A waterproof, crème-to-powder eyeshadow stick with huge color payoff and crease-proof, stay-all-day power. With a built-in smudger. Available in a variety of matte and shimmer shades. 0.04 oz, 1.4 g Make it yours, make it fun. BRAVE PRETTY",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1683944865827,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Pearl Shimmer,,,,,0221-0003031,julep-1683944865827,1,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Pearl Shimmer,SHOPIFY_PROD_ID:31180582617111,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Champagne Shimmer,,,,,0221-0003033,julep-1683944865827,2,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Champagne Shimmer,SHOPIFY_PROD_ID:31291233763351,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Putty Matte,,,,,0221-0003032,julep-1683944865827,3,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Putty Matte,SHOPIFY_PROD_ID:39407732490263,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Smoky Amethyst Shimmer,,,,,0221-0003022,julep-1683944865827,4,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Smoky Amethyst Shimmer,SHOPIFY_PROD_ID:31217030266903,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Stone Matte,,,,,0221-0003034,julep-1683944865827,5,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Stone Matte,SHOPIFY_PROD_ID:39407730917399,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Mink Mauve Metallic,,,,,0221-0003055,julep-1683944865827,6,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Mink Mauve Metallic,SHOPIFY_PROD_ID:39855735930903,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Taupe Shimmer,,,,,0221-0003044,julep-1683944865827,7,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Taupe Shimmer,SHOPIFY_PROD_ID:31180582387735,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Rose Shimmer,,,,,0221-0003025,julep-1683944865827,8,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Rose Shimmer,SHOPIFY_PROD_ID:39407716368407,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Smoky Tawny Matte,,,,,0221-0003076,julep-1683944865827,9,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Smoky Tawny Matte,SHOPIFY_PROD_ID:33030869123095,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Bronze Shimmer,,,,,0221-0003035,julep-1683944865827,10,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Bronze Shimmer,SHOPIFY_PROD_ID:31180582453271,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Desert Matte,,,,,0221-0003028,julep-1683944865827,11,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Desert Matte,SHOPIFY_PROD_ID:32898334031895,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Sand Shimmer,,,,,0221-0003027,julep-1683944865827,12,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sand Shimmer,SHOPIFY_PROD_ID:39407715516439,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Smoky Grey Shimmer,,,,,0221-0003049,julep-1683944865827,13,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Smoky Grey Shimmer,SHOPIFY_PROD_ID:39832913543191,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Cocoa Shimmer,,,,,0221-0003037,julep-1683944865827,14,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Cocoa Shimmer,SHOPIFY_PROD_ID:39407735832599,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Orchid Shimmer,,,,,0221-0003046,julep-1683944865827,15,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Orchid Shimmer,SHOPIFY_PROD_ID:39407735242775,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Copper Shimmer,,,,,0221-0003036,julep-1683944865827,16,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Copper Shimmer,SHOPIFY_PROD_ID:40907474960407,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Hazelnut Matte,,,,,0221-0003061,julep-1683944865827,17,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Hazelnut Matte,SHOPIFY_PROD_ID:40907475353623,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Evergreen Shimmer,,,,,0221-0003052,julep-1683944865827,18,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Evergreen Shimmer,SHOPIFY_PROD_ID:31180582649879,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Vanilla Matte,,,,,0221-0003050,julep-1683944865827,19,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Vanilla Matte,SHOPIFY_PROD_ID:40839145291799,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Khaki Green Shimmer,,,,,0221-0003051,julep-1683944865827,20,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Khaki Green Shimmer,SHOPIFY_PROD_ID:39832927109143,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Rainstorm Shimmer,,,,,0221-0003063,julep-1683944865827,21,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Rainstorm Shimmer,SHOPIFY_PROD_ID:40907474829335,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Black Cherry Matte,,,,,0221-0003079,julep-1683944865827,22,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Black Cherry Matte,SHOPIFY_PROD_ID:40975451881495,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Snowfall Matte,,,,,0221-0003071,julep-1683944865827,23,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Snowfall Matte,SHOPIFY_PROD_ID:40629088321559,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Red Wine Shimmer,,,,,0221-0003083,julep-1683944865827,24,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Red Wine Shimmer,SHOPIFY_PROD_ID:40975460007959,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Charcoal Matte,,,,,0221-0003048,julep-1683944865827,25,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Charcoal Matte,SHOPIFY_PROD_ID:31180582322199,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Warm Gold Shimmer,,,,,0221-0003038,julep-1683944865827,26,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Warm Gold Shimmer,SHOPIFY_PROD_ID:40907475451927,,Julep,,,,,,,,
