product-id,product-name,ext-prim-category-id,primary-product-category-id,categories,remove-from-categories,product-sku,parent-product-sku,position,short-description,long-description,list-price,hsn-code,start-selling-date,is-serialized,is-digital,product-type,weight,weight-uom-id,height,width,depth,dimension-uom-id,product-url-name,publish,sales-channel,bar-code,MPN,currency-uom-id,features,features-options,good-identifications,attributes,brand-name,image,additional-images,charge-shipping,shipping-weight,tags,remove-tags,taxable,comments
,Order Protection - $17.70,,,,,Order Protection34,julep-7325049683991,35,,,17.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$17.70,SHOPIFY_PROD_ID:41643225907223,,Julep,,,,,,,,
,Order Protection - $18.20,,,,,Order Protection35,julep-7325049683991,36,,,18.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$18.20,SHOPIFY_PROD_ID:41643225939991,,Julep,,,,,,,,
,Order Protection - $18.70,,,,,Order Protection36,julep-7325049683991,37,,,18.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$18.70,SHOPIFY_PROD_ID:41643225972759,,Julep,,,,,,,,
,Order Protection - $19.20,,,,,Order Protection37,julep-7325049683991,38,,,19.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$19.20,SHOPIFY_PROD_ID:41643226005527,,Julep,,,,,,,,
,Order Protection - $19.70,,,,,Order Protection38,julep-7325049683991,39,,,19.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$19.70,SHOPIFY_PROD_ID:41643226038295,,Julep,,,,,,,,
,Order Protection - $20.20,,,,,Order Protection39,julep-7325049683991,40,,,20.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$20.20,SHOPIFY_PROD_ID:41643226071063,,Julep,,,,,,,,
,Order Protection - $20.70,,,,,Order Protection40,julep-7325049683991,41,,,20.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$20.70,SHOPIFY_PROD_ID:41643226103831,,Julep,,,,,,,,
,Order Protection - $21.20,,,,,Order Protection41,julep-7325049683991,42,,,21.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$21.20,SHOPIFY_PROD_ID:41643226136599,,Julep,,,,,,,,
,Order Protection - $21.70,,,,,Order Protection42,julep-7325049683991,43,,,21.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$21.70,SHOPIFY_PROD_ID:41643226169367,,Julep,,,,,,,,
,Order Protection - $22.20,,,,,Order Protection43,julep-7325049683991,44,,,22.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$22.20,SHOPIFY_PROD_ID:41643226202135,,Julep,,,,,,,,
,Order Protection - $22.70,,,,,Order Protection44,julep-7325049683991,45,,,22.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$22.70,SHOPIFY_PROD_ID:41643226234903,,Julep,,,,,,,,
,Order Protection - $23.20,,,,,Order Protection45,julep-7325049683991,46,,,23.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$23.20,SHOPIFY_PROD_ID:41643226267671,,Julep,,,,,,,,
,Order Protection - $23.70,,,,,Order Protection46,julep-7325049683991,47,,,23.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$23.70,SHOPIFY_PROD_ID:41643226300439,,Julep,,,,,,,,
,Order Protection - $24.20,,,,,Order Protection47,julep-7325049683991,48,,,24.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$24.20,SHOPIFY_PROD_ID:41643226333207,,Julep,,,,,,,,
,Order Protection - $24.70,,,,,Order Protection48,julep-7325049683991,49,,,24.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$24.70,SHOPIFY_PROD_ID:41643226365975,,Julep,,,,,,,,
,Order Protection - $25.20,,,,,Order Protection49,julep-7325049683991,50,,,25.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$25.20,SHOPIFY_PROD_ID:41643226398743,,Julep,,,,,,,,
,Order Protection - $25.70,,,,,Order Protection50,julep-7325049683991,51,,,25.70,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$25.70,SHOPIFY_PROD_ID:41643226431511,,Julep,,,,,,,,
,Order Protection - $26.20,,,,,Order Protection51,julep-7325049683991,52,,,26.20,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|title,Julep|$26.20,SHOPIFY_PROD_ID:41643226464279,,Julep,,,,,,,,
,So Plush Glossy Lip Oil,,,,,julep-7301765234711,,,,"Use this sheer, nourishing formula to help revitalize dry lips while moisturizing with skin-friendly botanical oils.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:7301765234711,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - Soft Mauve,,,,,0230-0039006,julep-7301765234711,1,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Soft Mauve,SHOPIFY_PROD_ID:42527075205143,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - All Neutral,,,,,0230-0039004,julep-7301765234711,2,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|All Neutral,SHOPIFY_PROD_ID:42527075139607,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - Hot Pink,,,,,0230-0039001,julep-7301765234711,3,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Hot Pink,SHOPIFY_PROD_ID:41587528302615,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - Clear Conscience,,,,,0230-0039003,julep-7301765234711,4,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Clear Conscience,SHOPIFY_PROD_ID:41587528368151,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - Rosy Glow,,,,,0230-0039002,julep-7301765234711,5,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Rosy Glow,SHOPIFY_PROD_ID:41587528335383,,Julep,,,,,,,,
,So Plush Glossy Lip Oil - Fresh Peach,,,,,0230-0039005,julep-7301765234711,6,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Fresh Peach,SHOPIFY_PROD_ID:42527075172375,,Julep,,,,,,,,
,24/7 Lip Treatment Nourishing Mask + Exfoliating Scrub,,,,,julep-7245891862551,,,,"Smooth dry, parched lips and leave them nourished for the long-haul. This dynamic duo includes a gentle sugar scrub and quenching lip mask for your softest lips yet.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:7245891862551,,Julep,,,,,,,,
,24/7 Lip Treatment Nourishing Mask + Exfoliating Scrub,,,,,0231-0026016,julep-7245891862551,2,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:41502384357399,,Julep,,,,,,,,
,Free Slowpoke Microneedling Facial Roller,,,,,julep-6970445824023,,,,Gift with purchase,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6970445824023,,Julep,,,,,,,,
,Free Slowpoke Microneedling Facial Roller,,,,,0206-0034003,julep-6970445824023,1,,,0.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:40739590045719,,Julep,,,,,,,,
,Pimple Patches,,,,,julep-7075121299479,,,,"Send pimples packing with this set of 72 waterproof patches designed to clear blemishes, prevent scarring and soothe irritated skin.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:7075121299479,,Julep,,,,,,,,
,Pimple Patches,,,,,PIMPLPATCH-ZIP,julep-7075121299479,2,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:41023324586007,,Julep,,,,,,,,
,Patch Me Up Waterproof Pimple Patches,,,,,julep-7058959106071,,,,"Send pimples packing with this set of 72 waterproof patches designed to clear blemishes, prevent scarring and soothe irritated skin. Use day and night to clear up your skin in an instant (no popping necessary!)",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:7058959106071,,Julep,,,,,,,,
,Patch Me Up Waterproof Pimple Patches,,,,,0206-0016029,julep-7058959106071,1,,,14.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:40965442764823,,Julep,,,,,,,,
,Julep E-Gift Card,,,,,julep-6963032391703,,,,,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6963032391703,,Julep,,,,,,,,
,Julep E-Gift Card - $25.00,,,,,40725007302679,julep-6963032391703,1,,,25.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$25.00,SHOPIFY_PROD_ID:40725007302679,,Julep,,,,,,,,
,Julep E-Gift Card - $50.00,,,,,40725007335447,julep-6963032391703,2,,,50.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$50.00,SHOPIFY_PROD_ID:40725007335447,,Julep,,,,,,,,
,Julep E-Gift Card - $75.00,,,,,40725007368215,julep-6963032391703,3,,,75.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$75.00,SHOPIFY_PROD_ID:40725007368215,,Julep,,,,,,,,
,Julep E-Gift Card - $100.00,,,,,40725007400983,julep-6963032391703,4,,,100.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$100.00,SHOPIFY_PROD_ID:40725007400983,,Julep,,,,,,,,
,Julep E-Gift Card - $150.00,,,,,40725007466519,julep-6963032391703,5,,,150.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$150.00,SHOPIFY_PROD_ID:40725007466519,,Julep,,,,,,,,
,Julep E-Gift Card - $200.00,,,,,40725007532055,julep-6963032391703,6,,,200.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Value,Julep|$200.00,SHOPIFY_PROD_ID:40725007532055,,Julep,,,,,,,,
,Torpedo Eye + Lip Pencil Sharpener,,,,,julep-1684063191075,,,,"A travel-friendly tool to sharpen When Pencil Met Gel Long-Lasting Eyeliner to a pointed tip for precise application. Make it yours, make it fun. BRAVE PRETTY",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1684063191075,,Julep,,,,,,,,
,Torpedo Eye + Lip Pencil Sharpener,,,,,03-01-00168-N,julep-1684063191075,1,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:14510176043043,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc),,,,,julep-6723873898519,,,,When Pencil Met Gel (Soft Black) + Torpedo Sharpener - Soft Black,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6723873898519,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Blackest Black,,,,,WPMG2BB-BUNDLE,julep-6723873898519,1,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Blackest Black,SHOPIFY_PROD_ID:40050619219991,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Soft Black,,,,,WPMGPC2-BUNDLE,julep-6723873898519,2,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Soft Black,SHOPIFY_PROD_ID:40050619187223,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Rich Brown,,,,,WPMG2RB-BUNDLE,julep-6723873898519,3,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Rich Brown,SHOPIFY_PROD_ID:40050619285527,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Smoky Plum,,,,,WPMG2SP-BUNDLE,julep-6723873898519,4,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Smoky Plum,SHOPIFY_PROD_ID:40050619318295,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Clay,,,,,WPMG2CM-BUNDLE,julep-6723873898519,5,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Clay,SHOPIFY_PROD_ID:40588468092951,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Sage Grey Matte,,,,,WPMG2SGM-BUNDLE,julep-6723873898519,6,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Sage Grey Matte,SHOPIFY_PROD_ID:40588468060183,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Graphite Shimmer,,,,,WPMG2GS-BUNDLE,julep-6723873898519,7,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Graphite Shimmer,SHOPIFY_PROD_ID:40050619252759,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Camo Green Matte,,,,,WPMG2CGM-BUNDLE,julep-6723873898519,8,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Camo Green Matte,SHOPIFY_PROD_ID:40588468027415,,Julep,,,,,,,,
,Stay Sharp: When Pencil Met Gel + Torpedo Sharpener (2pc) - Navy Smoke,,,,,WPMG2NS-BUNDLE,julep-6723873898519,9,,,18.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Navy Smoke,SHOPIFY_PROD_ID:40050619416599,,Julep,,,,,,,,
,Microneedling Facial Roller,,,,,julep-6839483596823,,,,A facial roller designed to gently penetrate the skin to stimulate collagen and elastin production.,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6839483596823,,Julep,,,,,,,,
,Microneedling Facial Roller,,,,,SLOWPOKE-ZIP,julep-6839483596823,1,,,10.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:40420757569559,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner,,,,,julep-6939872886807,,,,Lock in your color with this smooth-glide liner. Can be used to trace and define your pout or all over as its own lip color.,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6939872886807,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Nostalgic Neutral,,,,,0233-0038002,julep-6939872886807,1,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Nostalgic Neutral,SHOPIFY_PROD_ID:40827795472407,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Sweet Truffle,,,,,0233-0038003,julep-6939872886807,2,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Sweet Truffle,SHOPIFY_PROD_ID:40677128863767,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Rich Cocoa,,,,,0233-0038004,julep-6939872886807,3,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Rich Cocoa,SHOPIFY_PROD_ID:40677128896535,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Spiced Clove,,,,,0233-0038005,julep-6939872886807,4,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Spiced Clove,SHOPIFY_PROD_ID:40677128929303,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Rich Black Cherry,,,,,0233-0038008,julep-6939872886807,5,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Rich Black Cherry,SHOPIFY_PROD_ID:40677129027607,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Antique Rose,,,,,0233-0038007,julep-6939872886807,6,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Antique Rose,SHOPIFY_PROD_ID:40827797307415,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Velvet Mauve,,,,,0233-0038006,julep-6939872886807,7,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Velvet Mauve,SHOPIFY_PROD_ID:40827782332439,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Clear As Day,,,,,0233-0038009,julep-6939872886807,8,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Clear As Day,SHOPIFY_PROD_ID:40677129060375,,Julep,,,,,,,,
,With a Trace Retractable Lip Liner - Cashmere Cardi,,,,,0233-0038001,julep-6939872886807,9,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Cashmere Cardi,SHOPIFY_PROD_ID:40827788034071,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment,,,,,julep-4397308444695,,,,"Your new lip fix. 24/7 Shea Butter Balm Lip Treatment cares for your lips from a.m. to p.m. It’s a lip treatment by day, and a lip sleeping mask by night. The reparative formula, packed with nourishing ingredients, relieves chapped lips and locks in moisture for a smoother, plumper pout. Enriched with shea butter, vitamin E, sunflower seed oil, and anti-aging Songyi mushroom extract, the reparative formula locks in moisture and leaves your lips feeling silky-smooth. With a refreshing vanilla mint scent and a glossy look and feel, you’ll want to wear it 24/7!",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:4397308444695,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - All Clear,,,,,0231-0026015,julep-4397308444695,1,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|All Clear,SHOPIFY_PROD_ID:40806499123223,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Barely There,,,,,0231-0026012,julep-4397308444695,2,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Barely There,SHOPIFY_PROD_ID:40806498926615,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Sheer Joy,,,,,0231-0026013,julep-4397308444695,3,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Sheer Joy,SHOPIFY_PROD_ID:40827799830551,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Hint of Tint,,,,,0231-0026020,julep-4397308444695,4,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Hint of Tint,SHOPIFY_PROD_ID:41502412013591,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Gotta Glow,,,,,0231-0026022,julep-4397308444695,5,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Gotta Glow,SHOPIFY_PROD_ID:41586879201303,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Pink n Polished,,,,,0231-0026017,julep-4397308444695,6,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Pink n Polished,SHOPIFY_PROD_ID:41009472667671,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Candy Pop,,,,,0231-0026019,julep-4397308444695,7,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Candy Pop,SHOPIFY_PROD_ID:41009477517335,,Julep,,,,,,,,
,24/7 Shea Butter Balm Lip Treatment - Act Natural,,,,,0231-0026014,julep-4397308444695,8,,,15.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Act Natural,SHOPIFY_PROD_ID:40827800158231,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss,,,,,julep-6779353497623,,,,"Looking to enhance the volume and fullness of your lips, naturally? Infused with hydrating oils and nourishing skincare-inspired ingredients, Julep’s smooth So Plush Plumper Lip Gloss delivers sheer, shiny color that boosts your pout. The signature Maxilip plumping complex helps to gently boost your pout for results you can see instantly.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6779353497623,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - Keep It Real,,,,,0231-0007010,julep-6779353497623,1,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Keep It Real,SHOPIFY_PROD_ID:40211947323415,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - Not Sorry,,,,,0231-0007015,julep-6779353497623,2,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Not Sorry,SHOPIFY_PROD_ID:40211947421719,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - No Stress,,,,,0231-0007013,julep-6779353497623,3,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|No Stress,SHOPIFY_PROD_ID:40211947356183,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - Coffee First,,,,,0231-0007014,julep-6779353497623,4,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Coffee First,SHOPIFY_PROD_ID:40211947388951,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - Easy Breezy,,,,,0231-0007024,julep-6779353497623,5,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Easy Breezy,SHOPIFY_PROD_ID:41259967610903,,Julep,,,,,,,,
,So Plush Plumper Lip Gloss - Chill Mode,,,,,0231-0007023,julep-6779353497623,6,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Chill Mode,SHOPIFY_PROD_ID:41259967578135,,Julep,,,,,,,,
,So Plush Ultra-Hydrating Lip Gloss,,,,,julep-6944199901207,,,,This gloss will give you all the feels sans stickiness. Every swipe is packed with natural oils for a perfectly hydrated pout.,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6944199901207,,Julep,,,,,,,,
,So Plush Ultra-Hydrating Lip Gloss - In the Clear,,,,,0231-0007038,julep-6944199901207,1,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|In the Clear,SHOPIFY_PROD_ID:41260008996887,,Julep,,,,,,,,
,So Plush Ultra-Hydrating Lip Gloss - Girl Crush,,,,,0231-0007020,julep-6944199901207,2,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Girl Crush,SHOPIFY_PROD_ID:40690558205975,,Julep,,,,,,,,
,So Plush Ultra-Hydrating Lip Gloss - All The Feels,,,,,0231-0007022,julep-6944199901207,3,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|All The Feels,SHOPIFY_PROD_ID:40975432974359,,Julep,,,,,,,,
,Charcoal Konjac Face Sponge Exfoliating Cleansing Tool,,,,,julep-1684047331363,,,,"A super gentle exfoliator made from all-natural Konjac Root and enriched with detoxifying Bamboo Charcoal Powder. Use daily to unveil a smooth canvas for makeup and improve the efficacy of your skincare products. Comes with a suction cup hook for easy shower storage. Sponge will arrive damp. To use: Rinse under warm water before each use. Massage your face in a circular motion to exfoliate dead skin cells. Rinse thoroughly and squeeze out excess water after each use. Replace every 12 months. Make it yours, make it fun. BRAVE PRETTY",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1684047331363,,Julep,,,,,,,,
,Charcoal Konjac Face Sponge Exfoliating Cleansing Tool,,,,,0251-0012009,julep-1684047331363,1,,,10.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:14510124630051,,Julep,,,,,,,,
,Free Shipping,,,,,julep-6889394372631,,,,,,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6889394372631,,Julep,,,,,,,,
,Free Shipping,,,,,40567411965975,julep-6889394372631,1,,,0.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:40567411965975,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse,,,,,julep-6850509078551,,,,"Add a weightless pop of comfortable matte color that stays put for up to 12 hours, with light-diffusing pigments for a smooth finish.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:6850509078551,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse - Almond Creme,,,,,0230-0023023,julep-6850509078551,1,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Almond Creme,SHOPIFY_PROD_ID:40447573786647,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse - Raspberry Fluff,,,,,0230-0023020,julep-6850509078551,2,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Raspberry Fluff,SHOPIFY_PROD_ID:40447573753879,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse - Airy Taupe,,,,,0230-0023019,julep-6850509078551,3,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Airy Taupe,SHOPIFY_PROD_ID:40447573721111,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse - Cinnamon Sugar,,,,,0230-0023025,julep-6850509078551,4,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Cinnamon Sugar,SHOPIFY_PROD_ID:40447573852183,,Julep,,,,,,,,
,It's Whipped Matte Lip Mousse - Whisper Mauve,,,,,0230-0023024,julep-6850509078551,5,,,12.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Color,Julep|Whisper Mauve,SHOPIFY_PROD_ID:40447573819415,,Julep,,,,,,,,
,Length Matters Mascara,,,,,julep-1683990413347,,,,"A buildable, jet black mascara with an extreme lengthening formula that coats lashes from root to tip. The unique, finely tapered micro-bristle brush defines individual lashes and layers for a softly curled, wide-eyed look that stretches the limits. To use: Start at the base of your lash line, and pull wand upward smoothly without wiggling. Repeat, applying additional coats until you achieve your desired look. 0.35 oz, 10.1 g",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1683990413347,,Julep,,,,,,,,
,Length Matters Mascara,,,,,0223-0009002,julep-1683990413347,1,,,24.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Title,Julep|Standard,SHOPIFY_PROD_ID:14510019969059,,Julep,,,,,,,,
